,original,untrusted,plagiarism
674,"import java.io.BufferedReader; import java.io.IOException; import java.lang.*; import java.io.InputStreamReader; import static java.lang.Math.*; import static java.lang.System.out; import java.util.*; import java.io.File; import java.io.PrintStream; import java.io.PrintWriter; import java.math.BigInteger; public class Main {   static final int mod = 1000000007; static final long temp = 998244353; static final long MOD = 1000000007; static final long M = (long)1e9+7;                                                                                                                 public static void main(String[] args) throws Exception  { Reader sc = new Reader(); PrintWriter fout = new PrintWriter(System.out);  int tt = sc.nextInt(); while(tt-- > 0) {        int n = sc.nextInt();        char[] a = sc.next().toCharArray(), b = sc.next().toCharArray();                int c00 = 0, c01 = 0, c10 = 0, c11 = 0;        for(int i = 0;i<n;i++)        {        if(a[i] == '0' && b[i] == '0')        {        c00++;        }        else if(a[i] == '0' && b[i] == '1')        {        c01++;        }        else if(a[i] == '1' && b[i] == '0')        {        c10++;        }        else if(a[i] == '1' && b[i] == '1')        {        c11++;        }        }                int ans = mod;        if(c01 == c10) ans = min(ans, c01 + c10);        if(c11 == c00 + 1) ans = min(ans, c11 + c00);                fout.println((ans == mod) ? -1 : ans); } fout.close(); } } ","import java.util.*; import java.lang.*; import java.io.*; public class Main   {     static FastReader sc =new FastReader();     static PrintWriter out=new PrintWriter(System.out);                 public static void main(String [] args)     {                  int testcases = i();         while(testcases-->0)         {                          solve();         }         out.flush();         out.close();     }     static void solve()     {          int n = i();         char c[] = inputC();         char d[] = inputC();         int x01=0,x10=0,x00=0,x11=0;         for(int i=0;i<n;i++)         {             if(c[i]=='0'&&d[i]=='0')x00++;             if(c[i]=='0'&&d[i]=='1')x01++;             if(c[i]=='1'&&d[i]=='0')x10++;             if(c[i]=='1'&&d[i]=='1')x11++;         }         int ans = Integer.MAX_VALUE;         if(x01==0 && x10==0)         {             System.out.println(0);             return ;         }         if(x11==x00+1)         {             ans = Math.min(x11+x00,ans);         }       if(x01==x10)         {             ans = Math.min(x01+x10,ans);         }         if(ans == Integer.MAX_VALUE){             ans = -1;         }         System.out.println(ans);     }                     static int i() {         return sc.nextInt();     }          static char[] inputC()     {         String s = sc.nextLine();         return s.toCharArray();     }                                                                                                                                                        } ",0
675,"import java.io.BufferedReader; import java.io.IOException; import java.lang.*; import java.io.InputStreamReader; import static java.lang.Math.*; import static java.lang.System.out; import java.util.*; import java.io.File; import java.io.PrintStream; import java.io.PrintWriter; import java.math.BigInteger; public class Main {   static final int mod = 1000000007; static final long temp = 998244353; static final long MOD = 1000000007; static final long M = (long)1e9+7;                                                                                                                 public static void main(String[] args) throws Exception  { Reader sc = new Reader(); PrintWriter fout = new PrintWriter(System.out);  int tt = sc.nextInt(); while(tt-- > 0) {        int n = sc.nextInt();        char[] a = sc.next().toCharArray(), b = sc.next().toCharArray();                int c00 = 0, c01 = 0, c10 = 0, c11 = 0;        for(int i = 0;i<n;i++)        {        if(a[i] == '0' && b[i] == '0')        {        c00++;        }        else if(a[i] == '0' && b[i] == '1')        {        c01++;        }        else if(a[i] == '1' && b[i] == '0')        {        c10++;        }        else if(a[i] == '1' && b[i] == '1')        {        c11++;        }        }                int ans = mod;        if(c01 == c10) ans = min(ans, c01 + c10);        if(c11 == c00 + 1) ans = min(ans, c11 + c00);                fout.println((ans == mod) ? -1 : ans); } fout.close(); } } ","import javax.swing.plaf.IconUIResource; import java.lang.reflect.Array; import java.text.CollationElementIterator; import java.util.*; import java.io.*;       public class Main {                           public static int mod = (int) (1e9 + 7);     static int ans = Integer.MAX_VALUE;       public static void main(String hi[]) throws Exception {         FastReader sc = new FastReader();         int t =sc.nextInt();         while(t-->0)         {             int n =sc.nextInt();             String a = sc.nextLine(),b=sc.nextLine();               int count1=0,count2=0,count3=0,count4=0;               for(int i=0;i<n;i++)             {                 if(a.charAt(i)=='0'&&b.charAt(i)=='0')                     count1++;                 else  if(a.charAt(i)=='1'&&b.charAt(i)=='1')                     count2++;                 else  if(a.charAt(i)=='1'&&b.charAt(i)=='0')                     count3++;                 else  if(a.charAt(i)=='0'&&b.charAt(i)=='1')                     count4++;             }             int ans=Integer.MAX_VALUE;               if(count3==count4)                 ans=Math.min(count3*2,ans);               if(count2==count1+1)                 ans=Math.min(ans,2*count1+1);                           if(ans==Integer.MAX_VALUE)                 System.out.println(-1);             else System.out.println(ans);           }       }                                                                 } ",0
676,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.io.PrintWriter; import java.util.ArrayList; import java.util.Arrays; import java.util.Collections; import java.util.StringTokenizer; public class C{     private static int maxWords = 0;     private static int[][] words;     private static int n;     private static int[] netwrtchar(int index){         ArrayList<Integer> list = new ArrayList<>();         for(int i=0; i<n; i++){             int sum = 0;             for(int j=0; j<words[i].length; j++){                 if(j==index) continue;                 sum += words[i][j];             }             list.add(words[i][index] - sum);                      }         Collections.sort(list, Collections.reverseOrder());         int[] f = new int[list.size()];         for(int i=0; i<list.size(); i++){             f[i] = list.get(i);         }         return f;     }     private static int maxWindow(int[] f){         int count = 0, sum = 0;         int index = 0;         while(index<f.length && sum+f[index]>0){             sum += f[index++];             count++;         }         return count;     }     public static void main(String[] args){         FS sc = new FS();         PrintWriter pw = new PrintWriter(System.out);         int t = sc.nextInt();         while(t-->0){             n = sc.nextInt();             words = new int[n][5];             maxWords = 0;             for(int i=0; i<n; i++){                 String s = sc.next();                 for(int j=0; j<s.length(); j++){                     words[i][s.charAt(j)-'a']++;                 }             }             int maxWindow = 0;             for(int i=0; i<5; i++){                 int[] f = netwrtchar(i);                 int current = maxWindow(f);                 maxWindow = Math.max(maxWindow, current);             }             System.out.println(maxWindow);         }         pw.flush();         pw.close();     }      } ","import java.io.*; import java.util.*; import static java.lang.Math.max; import static java.lang.Math.min; public class C {     Reader source;     BufferedReader br;     StringTokenizer in;     PrintWriter out;     public String nextToken() throws Exception {         while (in == null || !in.hasMoreTokens()) {             in = new StringTokenizer(br.readLine());         }         return in.nextToken();     }     public int nextInt() throws Exception {         return Integer.parseInt(nextToken());     }               public void run() throws Exception {         source = OJ ? new InputStreamReader(System.in) : new FileReader(""C.in"");         br = new BufferedReader(source);         out = new PrintWriter(System.out);         solve();         out.flush();     }     public static void main(String[] args) throws Exception {         new C().run();     }     private boolean OJ = System.getProperty(""ONLINE_JUDGE"") != null;     public void solve() throws Exception {         int t = nextInt();         while (t-- > 0) {             int n = nextInt();             int A[] = new int [n];             int B[] = new int [n];             int C[] = new int [n];             int D[] = new int [n];             int E[] = new int [n];             for (int i = 0; i < n; i++) {                 String s = nextToken();                 int sz = s.length();                 int a = 0, b = 0, c = 0, d = 0, e = 0;                 for (int j = 0; j < sz; j++) {                     if (s.charAt(j) == 'a') a++;                     if (s.charAt(j) == 'b') b++;                     if (s.charAt(j) == 'c') c++;                     if (s.charAt(j) == 'd') d++;                     if (s.charAt(j) == 'e') e++;                 }                 A[i] = a - b - c - d - e;                 B[i] = b - a - c - d - e;                 C[i] = c - a - b - d - e;                 D[i] = d - a - b - c - e;                 E[i] = e - a - b - c - d;             }             int ans = 0, sum;             sum = 0;             Collections.sort(A);             for (int j = 0; j < n; j++) {                 sum += A[j];                 if (sum <= 0) {                     ans = max(ans, j);                     break;                 }             }             if (sum > 0) ans = n;             sum = 0;             Collections.sort(B);             for (int j = 0; j < n; j++) {                 sum += B[j];                 if (sum <= 0) {                     ans = max(ans, j);                     break;                 }             }             if (sum > 0) ans = n;             sum = 0;             Collections.sort(C);             for (int j = 0; j < n; j++) {                 sum += C[j];                 if (sum <= 0) {                     ans = max(ans, j);                     break;                 }             }             if (sum > 0) ans = n;             sum = 0;             Collections.sort(D);             for (int j = 0; j < n; j++) {                 sum += D[j];                 if (sum <= 0) {                     ans = max(ans, j);                     break;                 }             }             if (sum > 0) ans = n;             sum = 0;             Collections.sort(E);             for (int j = 0; j < n; j++) {                 sum += E[j];                 if (sum <= 0) {                     ans = max(ans, j);                     break;                 }             }             if (sum > 0) ans = n;             System.out.println(ans);         }     } } ",0
677,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.io.PrintWriter; import java.util.ArrayList; import java.util.Arrays; import java.util.Collections; import java.util.StringTokenizer; public class C{     private static int maxWords = 0;     private static int[][] words;     private static int n;     private static int[] netwrtchar(int index){         ArrayList<Integer> list = new ArrayList<>();         for(int i=0; i<n; i++){             int sum = 0;             for(int j=0; j<words[i].length; j++){                 if(j==index) continue;                 sum += words[i][j];             }             list.add(words[i][index] - sum);                      }         Collections.sort(list, Collections.reverseOrder());         int[] f = new int[list.size()];         for(int i=0; i<list.size(); i++){             f[i] = list.get(i);         }         return f;     }     private static int maxWindow(int[] f){         int count = 0, sum = 0;         int index = 0;         while(index<f.length && sum+f[index]>0){             sum += f[index++];             count++;         }         return count;     }     public static void main(String[] args){         FS sc = new FS();         PrintWriter pw = new PrintWriter(System.out);         int t = sc.nextInt();         while(t-->0){             n = sc.nextInt();             words = new int[n][5];             maxWords = 0;             for(int i=0; i<n; i++){                 String s = sc.next();                 for(int j=0; j<s.length(); j++){                     words[i][s.charAt(j)-'a']++;                 }             }             int maxWindow = 0;             for(int i=0; i<5; i++){                 int[] f = netwrtchar(i);                 int current = maxWindow(f);                 maxWindow = Math.max(maxWindow, current);             }             System.out.println(maxWindow);         }         pw.flush();         pw.close();     }      } ","import java.io.*; import java.util.*; public class Main { public static void main(String[] args)throws Exception {     Main ob=new Main();     ob.fun(); } public void fun()throws Exception {     BufferedReader br=new BufferedReader(new InputStreamReader(System.in));     PrintWriter pw=new PrintWriter(System.out);     int t=Integer.parseInt(br.readLine());     while(t-->0)     {         int n=Integer.parseInt(br.readLine());         int ar[][]=new int [n][5];         int len[]=new int[n];         for(int i=0;i<n;i++)         {             String s=(br.readLine());             for(int j=0;j<s.length();j++)             {                 ar[i][s.charAt(j)-'a']++;                 len[i]=s.length();             }         }         int max=0;         for(int i=0;i<5;i++)         {             int num=fun2(ar,len,i);             max=Math.max(num,max);         }         pw.println(max);              }     pw.flush(); } public int fun2(int ar[][],int len[],int col) {     int ct=0;     int n=ar.length;     PriorityQueue<Integer> pq=new PriorityQueue<Integer>(Collections.reverseOrder());     for(int i=0;i<n;i++)     {         int dif=2*ar[i][col]-len[i];         pq.add(dif);     }     int sum=0;     while(pq.size()>0)     {         int num=(int)(pq.poll());         if((sum+num)>0)         {             ct++;             sum+=num;         }     }     return ct; } } ",0
678,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.io.PrintWriter; import java.util.ArrayList; import java.util.Arrays; import java.util.Collections; import java.util.StringTokenizer; public class C{     private static int maxWords = 0;     private static int[][] words;     private static int n;     private static int[] netwrtchar(int index){         ArrayList<Integer> list = new ArrayList<>();         for(int i=0; i<n; i++){             int sum = 0;             for(int j=0; j<words[i].length; j++){                 if(j==index) continue;                 sum += words[i][j];             }             list.add(words[i][index] - sum);                      }         Collections.sort(list, Collections.reverseOrder());         int[] f = new int[list.size()];         for(int i=0; i<list.size(); i++){             f[i] = list.get(i);         }         return f;     }     private static int maxWindow(int[] f){         int count = 0, sum = 0;         int index = 0;         while(index<f.length && sum+f[index]>0){             sum += f[index++];             count++;         }         return count;     }     public static void main(String[] args){         FS sc = new FS();         PrintWriter pw = new PrintWriter(System.out);         int t = sc.nextInt();         while(t-->0){             n = sc.nextInt();             words = new int[n][5];             maxWords = 0;             for(int i=0; i<n; i++){                 String s = sc.next();                 for(int j=0; j<s.length(); j++){                     words[i][s.charAt(j)-'a']++;                 }             }             int maxWindow = 0;             for(int i=0; i<5; i++){                 int[] f = netwrtchar(i);                 int current = maxWindow(f);                 maxWindow = Math.max(maxWindow, current);             }             System.out.println(maxWindow);         }         pw.flush();         pw.close();     }      } ","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; import java.io.PrintWriter; import java.util.ArrayList; import java.util.Arrays; import java.util.Collections; import java.util.List; import java.util.StringTokenizer; import java.util.TreeMap; public class C_CF {     public static void main(String[] args) {         FastScanner57 fs = new FastScanner57();         PrintWriter pw = new PrintWriter(System.out);         int t = fs.ni();                  for (int tc = 0; tc < t; tc++) {             int n = fs.ni();             String[] s = new String[n];             for (int i = 0; i < n; i++) {                 s[i] = fs.next();             }             int res = c(0,s);             for (int i = 1; i < 5; i++) {                 res = Math.max(res,c(i,s));             }             pw.println(res);         }                  pw.close();     }     public static int c(int l, String[] s) {         List<Integer> list = new ArrayList();         for (int i = 0; i < s.length; i++) {             String t = s[i];             int ct = 0;             for (int j = 0; j < t.length(); j++) {                 if (t.charAt(j)-'a'==l) {                     ct++;                 } else {                     ct--;                 }             }             list.add(ct);         }         Collections.sort(list);         Collections.reverse(list);         int sum = 0;         for (int i = 0; i < s.length; i++) {             sum += list.get(i);             if (sum<=0) return i;         }         return list.size();     }                         public static void sort(long[] a) {         List<Long> list = new ArrayList();         for (int i = 0; i < a.length; i++) {             list.add(a[i]);         }         Collections.sort(list);         for (int i = 0; i < a.length; i++) {             a[i] = list.get(i);         }     }      } ",0
679,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.io.PrintWriter; import java.util.ArrayList; import java.util.Arrays; import java.util.Collections; import java.util.StringTokenizer; public class C{     private static int maxWords = 0;     private static int[][] words;     private static int n;     private static int[] netwrtchar(int index){         ArrayList<Integer> list = new ArrayList<>();         for(int i=0; i<n; i++){             int sum = 0;             for(int j=0; j<words[i].length; j++){                 if(j==index) continue;                 sum += words[i][j];             }             list.add(words[i][index] - sum);                      }         Collections.sort(list, Collections.reverseOrder());         int[] f = new int[list.size()];         for(int i=0; i<list.size(); i++){             f[i] = list.get(i);         }         return f;     }     private static int maxWindow(int[] f){         int count = 0, sum = 0;         int index = 0;         while(index<f.length && sum+f[index]>0){             sum += f[index++];             count++;         }         return count;     }     public static void main(String[] args){         FS sc = new FS();         PrintWriter pw = new PrintWriter(System.out);         int t = sc.nextInt();         while(t-->0){             n = sc.nextInt();             words = new int[n][5];             maxWords = 0;             for(int i=0; i<n; i++){                 String s = sc.next();                 for(int j=0; j<s.length(); j++){                     words[i][s.charAt(j)-'a']++;                 }             }             int maxWindow = 0;             for(int i=0; i<5; i++){                 int[] f = netwrtchar(i);                 int current = maxWindow(f);                 maxWindow = Math.max(maxWindow, current);             }             System.out.println(maxWindow);         }         pw.flush();         pw.close();     }      } ","import java.util.*; import java.io.*; public class Main{     public static void main(String[] args) {         MyScanner sc = new MyScanner();         out = new PrintWriter(new BufferedOutputStream(System.out));                                             int test = sc.nextInt();         while(test -- > 0){             int n = sc.nextInt();             List<Integer> a = new ArrayList<>();             List<Integer> b = new ArrayList<>();             List<Integer> c = new ArrayList<>();             List<Integer> d = new ArrayList<>();             List<Integer> e = new ArrayList<>();             while(n-->0){                 int[] arr = new int[5];                                  char[] ch = sc.nextLine().toCharArray();                 int len = ch.length;                 for(char chhh : ch){                     arr[chhh-'a']++;                 }                 for(int i = 0 ; i < 5 ; i++){                     arr[i] = 2*arr[i] - len;                 }                                  a.add(arr[0]);                 b.add(arr[1]);                 c.add(arr[2]);                 d.add(arr[3]);                 e.add(arr[4]);               }                                       Collections.sort(a);             Collections.sort(b);             Collections.sort(c);             Collections.sort(d);             Collections.sort(e);                                                                              int max = 0;             int currSum = 0;             int words = 0;             boolean flag = true;             for(int i = a.size()-1 ; i >= 0 ; i--){                 if(currSum + a.get(i) <= 0){                     max = Math.max(max , words);                     flag = false;                     break;                 }else{                     currSum += a.get(i);                 }                 words++;             }             if(flag)                 max = Math.max(a.size(), max);                                                    currSum = 0;             words = 0;             flag = true;             for(int i = b.size()-1 ; i >= 0 ; i--){                 if(currSum + b.get(i) <= 0){                     max = Math.max(max , words);                     flag = false;                     break;                 }else{                     currSum += b.get(i);                 }                 words++;             }             if(flag)                 max = Math.max(a.size(), max);                                       currSum = 0;             words = 0;             flag = true;             for(int i = c.size()-1 ; i >= 0 ; i--){                 if(currSum + c.get(i) <= 0){                     max = Math.max(max , words);                     flag = false;                     break;                 }else{                     currSum += c.get(i);                 }                 words++;             }                  if(flag)                 max = Math.max(a.size(), max);                          currSum = 0;             words = 0;             flag = true;             for(int i = d.size()-1 ; i >= 0 ; i--){                 if(currSum + d.get(i) <= 0){                     max = Math.max(max , words);                     flag = false;                     break;                 }else{                     currSum += d.get(i);                 }                 words++;             }             if(flag)                 max = Math.max(a.size(), max);                          currSum = 0;             words = 0;             flag = true;             for(int i = e.size()-1 ; i >= 0 ; i--){                 if(currSum + e.get(i) <= 0){                     max = Math.max(max , words);                     flag = false;                     break;                 }else{                     currSum += e.get(i);                 }                 words++;             }                          if(flag)                 max = Math.max(a.size(), max);             out.println(max);         }                                    out.close();     }                                                                                                                         public static PrintWriter out;                      } ",0
680,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.util.*; import java.io.IOException; public class C_Phoenix_and_Towers {          public static class Pair implements Comparable<Pair> {         int id, h;         public Pair(int id, int h) {             this.id = id;             this.h = h;         }              }     public static void main(String[] args) throws java.lang.Exception {         FastReader sc = new FastReader();         int t = sc.nextInt();         while (t-- > 0) {             int n = sc.nextInt();             int m = sc.nextInt();             int x = sc.nextInt();             int tow[] = new int[n];             int ans[] = new int[n];             PriorityQueue<Pair> pq = new PriorityQueue<>();             for (int i = 0; i < n; i++) {                 tow[i] = sc.nextInt();             }             for (int i = 0; i < m; i++) {                 ans[i] = i + 1;                 pq.add(new Pair(i + 1, tow[i]));             }             for (int i = m; i < n; i++) {                 Pair p = pq.poll();                 p.h = p.h + tow[i];                 ans[i] = p.id;                 pq.add(p);             }             System.out.println(""YES"");             for (int i = 0; i < n; i++) {                 System.out.print(ans[i] + "" "");             }             System.out.println();         }     } } ","import java.io.*; import java.util.*;   public class Codeforces { public static class Tower implements Comparable<Tower>{ int val; int index; public Tower(int ind, int v) { val = v; index = ind; } } public static void main(String[] args) throws IOException { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); int cases = Integer.parseInt(br.readLine()); while(cases-- > 0) { String[] str = br.readLine().split("" ""); int n = Integer.parseInt(str[0]); int m = Integer.parseInt(str[1]); int x = Integer.parseInt(str[2]); int[] h = new int[n]; str = br.readLine().split("" ""); for(int i=0; i<n; i++) { h[i] = Integer.parseInt(str[i]); } PriorityQueue<Tower> q = new PriorityQueue<>(m); int[] ans = new int[n]; for(int i=0; i<m; i++) { q.add(new Tower(i, h[i])); ans[i] = i; } for(int i=m; i<n; i++) { Tower lowest = q.poll(); lowest.val += h[i]; ans[i] = lowest.index; q.add(lowest); } System.out.println(""YES""); for(int i=0; i<n; i++) { System.out.print((ans[i]+1) + "" ""); } System.out.println(); } } } ",1
681,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.util.*; import java.io.IOException; public class C_Phoenix_and_Towers {          public static class Pair implements Comparable<Pair> {         int id, h;         public Pair(int id, int h) {             this.id = id;             this.h = h;         }              }     public static void main(String[] args) throws java.lang.Exception {         FastReader sc = new FastReader();         int t = sc.nextInt();         while (t-- > 0) {             int n = sc.nextInt();             int m = sc.nextInt();             int x = sc.nextInt();             int tow[] = new int[n];             int ans[] = new int[n];             PriorityQueue<Pair> pq = new PriorityQueue<>();             for (int i = 0; i < n; i++) {                 tow[i] = sc.nextInt();             }             for (int i = 0; i < m; i++) {                 ans[i] = i + 1;                 pq.add(new Pair(i + 1, tow[i]));             }             for (int i = m; i < n; i++) {                 Pair p = pq.poll();                 p.h = p.h + tow[i];                 ans[i] = p.id;                 pq.add(p);             }             System.out.println(""YES"");             for (int i = 0; i < n; i++) {                 System.out.print(ans[i] + "" "");             }             System.out.println();         }     } } ","import java.util.*; import java.lang.*; import java.io.*; public class Template { static class Pair implements Comparable<Pair> { int h; int ind; Pair(int h, int ind) { this.h = h; this.ind = ind; } } public static void main(String[] args) { FastReader fs=new FastReader(); int T=fs.nextInt(); for (int tt=0; tt<T; tt++) { int n = fs.nextInt(); int m = fs.nextInt(); int x = fs.nextInt(); if(n < m) { System.out.println(""NO""); continue; } Pair a[] = new Pair[n]; PriorityQueue<Pair> heap = new PriorityQueue<>(); for(int i=0;i<n;i++) { a[i] = new Pair(fs.nextInt(), i); } Arrays.sort(a); for(int i=1;i<=m;i++) { heap.add(new Pair(0, i)); } int max = Integer.MIN_VALUE; int min = Integer.MAX_VALUE; int ans[] = new int[n]; int idx = 0; while(!heap.isEmpty() && idx < n) { Pair curr = heap.poll(); curr.h += a[idx].h; ans[a[idx].ind] = curr.ind; heap.add(new Pair(curr.h,  curr.ind)); idx++; } System.out.println(""YES""); for(int i:ans) System.out.print(i+"" ""); System.out.println(); } } } ",0
682,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.util.*; import static java.lang.Math.*; import static java.util.Arrays.*; import static java.lang.System.out; import static java.lang.Long.MAX_VALUE; public final class Main{     FastReader in;     StringBuffer sb;     public static void main(String[] args) {         new Main().run();     }     void run(){         in= new FastReader();         start();     }     void start(){         sb= new StringBuffer();         for(int t=in.nextInt();t>0;t--)             solve();         out.print(sb);     }     long MOD= 1000000007;     void solve(){         int n= in.nextInt();         int k= in.nextInt();         long[] a=longArr(k);         long[] t=longArr(k);         long[] ans= new long[n];         for(int i=0;i<n;i++){             ans[i]= Integer.MAX_VALUE;         }         for(int i=0;i<k;i++){             ans[(int) (a[i]-1)]= t[i];         }         long[] left= new long[n];         left[0]= ans[0];         for(int i=1;i<n;i++) {             left[i]= min(left[i-1]+1,ans[i]);         }         long[] right= new long[n];         right[n-1]= ans[n-1];         for(int i=n-2;i>=0;i--) {             right[i]= min(right[i+1]+1,ans[i]);         }         for(int i=0;i<n;i++)             sb.append(min(left[i], right[i])).append("" "");         sb.append(""\n"");     }               long[] longArr(int n){         long[] res= new long[n];         for(int i=0;i<n;i++){             res[i]= in.nextLong();         }         return res;     }     long MAX= MAX_VALUE;     int[] precomp= new int[(int) (MAX+1)];                                              } ","import java.io.*; import java.util.*; import java.lang.*; public class codeforces {     public static void main(String[] args) {         InputStream inputStream = System.in;         OutputStream outputStream = System.out;         if (System.getProperty(""ONLINE_JUDGE"") == null) {             long startTime = System.currentTimeMillis();             try {                 sc = new InputReader(new FileInputStream(""input.txt""));                 out = new PrintWriter(new FileOutputStream(""output.txt""));                 pr = new PrintWriter(new FileOutputStream(""error.txt""));             } catch (Exception ignored) {             }             int t = 1;             int tt = t;             t = sc.nextInt();             while (t-- > 0) {                 solve();             }             long endTime = System.currentTimeMillis();             System.out.println(""Time: "" + (endTime - startTime) / tt + "" ms"");             out.flush();             pr.flush();         } else {             sc = new InputReader(inputStream);             out = new PrintWriter(outputStream);             pr = new PrintWriter(outputStream);             int t = 1;             t = sc.nextInt();             while (t-- > 0) {                 solve();             }             out.flush();         }     }     public static void solve() {         n = sc.nextInt();         for (int i = 0; i < n; i++) {             dp[i] = inf;                 ans[i] = inf;         }         m = sc.nextInt();         for (int i = 0; i < m; i++)             arr[i] = sc.nextInt() - 1;         for (int i = 0; i < m; i++) {             arr2[i] = sc.nextInt();             dp[(int)arr[i]] = arr2[i];         }         temp = inf;         for (int i = 0; i < n; i++) {             temp = Math.min(temp, dp[i]);             ans[i] = Math.min(ans[i], temp);             temp++;         }         temp = inf;         for (int i = (int)n - 1; i > -1; i--) {             temp = Math.min(temp, dp[i]);             ans[i] = Math.min(ans[i], temp);             temp++;         }         for (int i = 0; i < n; i++)             out.print(ans[i] + "" "");         out.println("""");     }                    public static long n, m, temp;     public static int template_array_size = (int) 1e6 + 16813;     public static long[] arr = new long[template_array_size];     public static long[] arr2 = new long[template_array_size];     public static long[] dp = new long[template_array_size];     public static long[] ans = new long[template_array_size];     public static int inf = Integer.MAX_VALUE;     public static int minf = Integer.MIN_VALUE;     public static int mod = 1000000007;     public static int ml = (int) 1e9;     public static String s = """";     public static InputReader sc;     public static PrintWriter out;     public static PrintWriter pr;                                                                                                                                                           public static boolean sysFlag = System.getProperty(""ONLINE_JUDGE"") == null;                                                                                                     } ",0
683,"import java.io.BufferedReader; import java.io.InputStreamReader; import java.util.ArrayList; public class Main { static int N=(int)2e5+10; static long[][] dp=new long[2][N]; static int[][] A=new int[2][N]; static ArrayList<ArrayList<Integer>> adj=new ArrayList<>(N); static { for(int i=0;i<N;i++) adj.add(new ArrayList<>()); } public static void dfs(int v,int p) { dp[0][v]=dp[1][v]=0; for(Integer u:adj.get(v)) { if(u==p) continue; dfs(u, v); dp[0][v]+=Math.max(Math.abs(A[0][v]-A[1][u])+dp[1][u], dp[0][u]+Math.abs(A[0][v]-A[0][u])); dp[1][v]+=Math.max(Math.abs(A[1][v]-A[1][u])+dp[1][u], dp[0][u]+Math.abs(A[1][v]-A[0][u])); } } public static void main(String[] args) throws Exception { BufferedReader br=new BufferedReader(new InputStreamReader(System.in)); int t=Integer.parseInt(br.readLine()); while(t-->0) { int n=Integer.parseInt(br.readLine()); for(int i=1;i<=n;i++) { String[] ss1=br.readLine().split("" ""); A[0][i]=Integer.parseInt(ss1[0]); A[1][i]=Integer.parseInt(ss1[1]); adj.set(i, new ArrayList<>()); } for(int i=1;i<n;i++) { String[] ss2=br.readLine().split("" ""); int u=Integer.parseInt(ss2[0]); int v=Integer.parseInt(ss2[1]); adj.get(u).add(v); adj.get(v).add(u); } dfs(1, -1); System.out.println(Math.max(dp[0][1], dp[1][1])); }     } } ","import java.io.BufferedReader; import java.io.InputStreamReader; import java.util.ArrayList; public class Main  {     static int N=(int)2e5+10;     static int[][] A=new int[2][N];     static long[][] dp=new long[2][N];     static ArrayList<ArrayList<Integer>> links=new ArrayList<>(N);     static {         for (int i=0;i<N;i++)             links.add(new ArrayList<>());     }     static void dfs(int v,int p)      {         dp[0][v]=dp[1][v]=0;         for (Integer link :links.get(v))         {             if (link==p) continue;             dfs(link,v);             dp[0][v]+=Math.max(Math.abs(A[0][v]-A[0][link])+dp[0][link],Math.abs(A[0][v]-A[1][link])+dp[1][link]);             dp[1][v]+=Math.max(Math.abs(A[1][v]-A[0][link])+dp[0][link],Math.abs(A[1][v]-A[1][link])+dp[1][link]);         }     } public static void main (String[] args) throws Exception { BufferedReader br=new BufferedReader(new InputStreamReader(System.in)); int t=Integer.parseInt(br.readLine()),n,i; while (t-->0) {     n=Integer.parseInt(br.readLine());     for (i=1;i<=n;i++)     {         String[] in=br.readLine().split("" "");         A[0][i]=Integer.parseInt(in[0]);         A[1][i]=Integer.parseInt(in[1]);         links.set(i,new ArrayList<>());     }     for (i=1;i<n;i++)     {         String[] in=br.readLine().split("" "");         int a=Integer.parseInt(in[0]);         int b=Integer.parseInt(in[1]);         links.get(a).add(b);         links.get(b).add(a);     }     dfs(1,-1);     System.out.println(Math.max(dp[0][1],dp[1][1])); } } } ",1
